,Season,Week,Winner,Logo1,Name1,Abbrev1,Wins1,Losses1,Ties1,Score1,CurrentStatsTotal1,ExpectedWins1,PFonWins1,PAonLosses1,PFonLosses1,PAonWins1,Logo2,Name2,Abbrev2,Wins2,Losses2,Ties2,Score2,CurrentStatsTotal2,ExpectedWins2,PFonWins2,PAonLosses2,PFonLosses2,PAonWins2,Type,MedPF1,MedPA1,MedPF2,MedPA2
0,2018,1,AWAY,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,9,4,0,98.0,,0.6,0,0,0,0,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,91.6,,0.5333333333333333,0,0,0,0,Regular,0,0,0,0
1,2018,1,AWAY,http://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,5,8,0,124.7,,1.0,0,0,0,0,http://g.espncdn.com/s/ffllm/logos/MickeyAndDonald-Disney/Disney-08.svg,KAISER TROOPERS,KATO,8,5,0,101.1,,0.7333333333333333,0,0,0,0,Regular,0,0,0,0
2,2018,1,AWAY,http://imagizer.imageshack.us/a/img921/8576/U6F9Jw.jpg,Rosa Patriota,Rosa,5,8,0,71.8,,0.2,0,0,0,0,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,2,11,0,49.3,,0.0,0,0,0,0,Regular,0,0,0,0
3,2018,1,HOME,http://i63.tinypic.com/dpx2ck.jpg,Valter Figueiredu's ,KAIO,9,4,0,79.5,,0.3333333333333333,0,0,0,0,http://g.espncdn.com/s/ffllm/logos/StarWarsTheForceAwakens-ToddDetwiler/ESPN_Star_Wars_12a.svg,Team Maia,MAIA,9,4,0,86.9,,0.4666666666666667,0,0,0,0,Regular,0,0,0,0
4,2018,1,AWAY,https://cdn-std.dprcdn.net/files/acc_464038/pbLQg8,Bonus Team,BT,7,6,0,101.0,,0.6666666666666666,0,0,0,0,http://g.espncdn.com/s/ffllm/logos/BoneHeads-ToddDetwiler/BoneHeads-09.svg,Carpina Carpenters,Carp,5,8,0,62.2,,0.1333333333333333,0,0,0,0,Regular,0,0,0,0
5,2018,1,HOME,https://scontent.frec5-1.fna.fbcdn.net/v/t1.0-9/42647793_1911801742231791_8353841562588807168_n.jpg?_nc_cat=111&oh=3751fb0c891ed5b59aded4c707712f08&oe=5C1DF581,Recife Burilzords,BZDS,9,4,0,82.5,,0.4,0,0,0,0,https://imageshack.com/a/img923/4306/Sll1KD.jpg,Maria Farinha Green n Gold,MFGG,2,11,0,103.8,,0.8666666666666667,0,0,0,0,Regular,0,0,0,0
6,2018,1,HOME,http://g.espncdn.com/lm-static/logo-packs/core/StarsAndFlames/stars_flames-2.svg,CDU Steamers,STM,4,9,0,57.7,,0.0666666666666666,0,0,0,0,http://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,9,4,0,101.5,,0.8,0,0,0,0,Regular,0,0,0,0
7,2018,1,AWAY,http://i64.tinypic.com/2qbgf3t.png,Recife Eulers,JOAO,7,6,0,104.5,,0.9333333333333332,0,0,0,0,https://uploaddeimagens.com.br/images/001/725/567/full/logo.jpg?1542139515,Team Otavio,OTAV,6,7,0,75.3,,0.2666666666666666,0,0,0,0,Regular,0,0,0,0
8,2018,2,AWAY,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,9,4,0,107.8,,0.6666666666666666,0,0,0,0,http://g.espncdn.com/s/ffllm/logos/StarWarsTheForceAwakens-ToddDetwiler/ESPN_Star_Wars_12a.svg,Team Maia,MAIA,9,4,0,67.8,,0.2666666666666666,0,0,0,0,Regular,0,0,0,0
9,2018,2,AWAY,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,125.6,,1.0,0,0,0,0,http://imagizer.imageshack.us/a/img921/8576/U6F9Jw.jpg,Rosa Patriota,Rosa,5,8,0,69.2,,0.3333333333333333,0,0,0,0,Regular,0,0,0,0
10,2018,2,AWAY,http://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,5,8,0,78.9,,0.5333333333333333,0,0,0,0,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,2,11,0,35.0,,0.0,0,0,0,0,Regular,0,0,0,0
11,2018,2,HOME,http://g.espncdn.com/s/ffllm/logos/MickeyAndDonald-Disney/Disney-08.svg,KAISER TROOPERS,KATO,8,5,0,92.3,,0.6,0,0,0,0,http://i63.tinypic.com/dpx2ck.jpg,Valter Figueiredu's ,KAIO,9,4,0,118.4,,0.8666666666666667,0,0,0,0,Regular,0,0,0,0
12,2018,2,HOME,https://imageshack.com/a/img923/4306/Sll1KD.jpg,Maria Farinha Green n Gold,MFGG,2,11,0,72.9,,0.4,0,0,0,0,http://i64.tinypic.com/2qbgf3t.png,Recife Eulers,JOAO,7,6,0,116.8,,0.8,0,0,0,0,Regular,0,0,0,0
13,2018,2,HOME,https://cdn-std.dprcdn.net/files/acc_464038/pbLQg8,Bonus Team,BT,7,6,0,108.6,,0.7333333333333333,0,0,0,0,https://uploaddeimagens.com.br/images/001/725/567/full/logo.jpg?1542139515,Team Otavio,OTAV,6,7,0,120.2,,0.9333333333333332,0,0,0,0,Regular,0,0,0,0
14,2018,2,AWAY,https://scontent.frec5-1.fna.fbcdn.net/v/t1.0-9/42647793_1911801742231791_8353841562588807168_n.jpg?_nc_cat=111&oh=3751fb0c891ed5b59aded4c707712f08&oe=5C1DF581,Recife Burilzords,BZDS,9,4,0,77.3,,0.4666666666666667,0,0,0,0,http://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,9,4,0,63.2,,0.1333333333333333,0,0,0,0,Regular,0,0,0,0
15,2018,2,AWAY,http://g.espncdn.com/s/ffllm/logos/BoneHeads-ToddDetwiler/BoneHeads-09.svg,Carpina Carpenters,Carp,5,8,0,66.5,,0.2,0,0,0,0,http://g.espncdn.com/lm-static/logo-packs/core/StarsAndFlames/stars_flames-2.svg,CDU Steamers,STM,4,9,0,56.0,,0.0666666666666666,0,0,0,0,Regular,0,0,0,0
16,2018,3,AWAY,http://g.espncdn.com/s/ffllm/logos/MickeyAndDonald-Disney/Disney-08.svg,KAISER TROOPERS,KATO,8,5,0,71.1,,0.2666666666666666,0,0,0,0,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,9,4,0,69.3,,0.2,0,0,0,0,Regular,0,0,0,0
17,2018,3,AWAY,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,106.4,,0.9333333333333332,0,0,0,0,http://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,5,8,0,60.9,,0.1333333333333333,0,0,0,0,Regular,0,0,0,0
18,2018,3,AWAY,http://g.espncdn.com/s/ffllm/logos/StarWarsTheForceAwakens-ToddDetwiler/ESPN_Star_Wars_12a.svg,Team Maia,MAIA,9,4,0,82.7,,0.4666666666666667,0,0,0,0,http://imagizer.imageshack.us/a/img921/8576/U6F9Jw.jpg,Rosa Patriota,Rosa,5,8,0,50.7,,0.0666666666666666,0,0,0,0,Regular,0,0,0,0
19,2018,3,HOME,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,2,11,0,47.0,,0.0,0,0,0,0,http://i63.tinypic.com/dpx2ck.jpg,Valter Figueiredu's ,KAIO,9,4,0,101.8,,0.8666666666666667,0,0,0,0,Regular,0,0,0,0
20,2018,3,HOME,https://imageshack.com/a/img923/4306/Sll1KD.jpg,Maria Farinha Green n Gold,MFGG,2,11,0,71.9,,0.3333333333333333,0,0,0,0,https://cdn-std.dprcdn.net/files/acc_464038/pbLQg8,Bonus Team,BT,7,6,0,88.7,,0.6666666666666666,0,0,0,0,Regular,0,0,0,0
21,2018,3,AWAY,http://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,9,4,0,146.9,,1.0,0,0,0,0,http://i64.tinypic.com/2qbgf3t.png,Recife Eulers,JOAO,7,6,0,84.9,,0.6,0,0,0,0,Regular,0,0,0,0
22,2018,3,AWAY,http://g.espncdn.com/s/ffllm/logos/BoneHeads-ToddDetwiler/BoneHeads-09.svg,Carpina Carpenters,Carp,5,8,0,91.5,,0.7333333333333333,0,0,0,0,https://scontent.frec5-1.fna.fbcdn.net/v/t1.0-9/42647793_1911801742231791_8353841562588807168_n.jpg?_nc_cat=111&oh=3751fb0c891ed5b59aded4c707712f08&oe=5C1DF581,Recife Burilzords,BZDS,9,4,0,83.1,,0.5333333333333333,0,0,0,0,Regular,0,0,0,0
23,2018,3,HOME,https://uploaddeimagens.com.br/images/001/725/567/full/logo.jpg?1542139515,Team Otavio,OTAV,6,7,0,76.6,,0.4,0,0,0,0,http://g.espncdn.com/lm-static/logo-packs/core/StarsAndFlames/stars_flames-2.svg,CDU Steamers,STM,4,9,0,101.0,,0.8,0,0,0,0,Regular,0,0,0,0
24,2018,4,AWAY,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,9,4,0,89.1,,0.6,0,0,0,0,http://i63.tinypic.com/dpx2ck.jpg,Valter Figueiredu's ,KAIO,9,4,0,87.1,,0.5333333333333333,0,0,0,0,Regular,0,0,0,0
25,2018,4,HOME,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,80.2,,0.4,0,0,0,0,http://g.espncdn.com/s/ffllm/logos/StarWarsTheForceAwakens-ToddDetwiler/ESPN_Star_Wars_12a.svg,Team Maia,MAIA,9,4,0,126.3,,0.8666666666666667,0,0,0,0,Regular,0,0,0,0
26,2018,4,HOME,http://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,5,8,0,101.4,,0.6666666666666666,0,0,0,0,http://imagizer.imageshack.us/a/img921/8576/U6F9Jw.jpg,Rosa Patriota,Rosa,5,8,0,128.7,,1.0,0,0,0,0,Regular,0,0,0,0
27,2018,4,AWAY,http://g.espncdn.com/s/ffllm/logos/MickeyAndDonald-Disney/Disney-08.svg,KAISER TROOPERS,KATO,8,5,0,73.7,,0.3333333333333333,0,0,0,0,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,2,11,0,64.6,,0.1333333333333333,0,0,0,0,Regular,0,0,0,0
28,2018,4,AWAY,https://cdn-std.dprcdn.net/files/acc_464038/pbLQg8,Bonus Team,BT,7,6,0,127.5,,0.9333333333333332,0,0,0,0,http://i64.tinypic.com/2qbgf3t.png,Recife Eulers,JOAO,7,6,0,57.3,,0.0666666666666666,0,0,0,0,Regular,0,0,0,0
29,2018,4,HOME,http://g.espncdn.com/s/ffllm/logos/BoneHeads-ToddDetwiler/BoneHeads-09.svg,Carpina Carpenters,Carp,5,8,0,65.7,,0.2666666666666666,0,0,0,0,https://uploaddeimagens.com.br/images/001/725/567/full/logo.jpg?1542139515,Team Otavio,OTAV,6,7,0,85.4,,0.4666666666666667,0,0,0,0,Regular,0,0,0,0
30,2018,4,AWAY,https://scontent.frec5-1.fna.fbcdn.net/v/t1.0-9/42647793_1911801742231791_8353841562588807168_n.jpg?_nc_cat=111&oh=3751fb0c891ed5b59aded4c707712f08&oe=5C1DF581,Recife Burilzords,BZDS,9,4,0,102.6,,0.7333333333333333,0,0,0,0,http://g.espncdn.com/lm-static/logo-packs/core/StarsAndFlames/stars_flames-2.svg,CDU Steamers,STM,4,9,0,56.9,,0.0,0,0,0,0,Regular,0,0,0,0
31,2018,4,HOME,https://imageshack.com/a/img923/4306/Sll1KD.jpg,Maria Farinha Green n Gold,MFGG,2,11,0,64.7,,0.2,0,0,0,0,http://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,9,4,0,105.1,,0.8,0,0,0,0,Regular,0,0,0,0
32,2018,5,AWAY,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,9,4,0,96.8,,0.6666666666666666,0,0,0,0,http://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,5,8,0,75.8,,0.2,0,0,0,0,Regular,0,0,0,0
33,2018,5,HOME,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,84.7,,0.4666666666666667,0,0,0,0,http://g.espncdn.com/s/ffllm/logos/MickeyAndDonald-Disney/Disney-08.svg,KAISER TROOPERS,KATO,8,5,0,101.3,,0.7333333333333333,0,0,0,0,Regular,0,0,0,0
34,2018,5,HOME,http://imagizer.imageshack.us/a/img921/8576/U6F9Jw.jpg,Rosa Patriota,Rosa,5,8,0,105.3,,0.8666666666666667,0,0,0,0,http://i63.tinypic.com/dpx2ck.jpg,Valter Figueiredu's ,KAIO,9,4,0,126.7,,1.0,0,0,0,0,Regular,0,0,0,0
35,2018,5,HOME,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,2,11,0,48.4,,0.0,0,0,0,0,http://g.espncdn.com/s/ffllm/logos/StarWarsTheForceAwakens-ToddDetwiler/ESPN_Star_Wars_12a.svg,Team Maia,MAIA,9,4,0,76.2,,0.2666666666666666,0,0,0,0,Regular,0,0,0,0
36,2018,5,HOME,https://cdn-std.dprcdn.net/files/acc_464038/pbLQg8,Bonus Team,BT,7,6,0,78.3,,0.3333333333333333,0,0,0,0,https://scontent.frec5-1.fna.fbcdn.net/v/t1.0-9/42647793_1911801742231791_8353841562588807168_n.jpg?_nc_cat=111&oh=3751fb0c891ed5b59aded4c707712f08&oe=5C1DF581,Recife Burilzords,BZDS,9,4,0,86.6,,0.6,0,0,0,0,Regular,0,0,0,0
37,2018,5,HOME,http://g.espncdn.com/s/ffllm/logos/BoneHeads-ToddDetwiler/BoneHeads-09.svg,Carpina Carpenters,Carp,5,8,0,80.7,,0.4,0,0,0,0,https://imageshack.com/a/img923/4306/Sll1KD.jpg,Maria Farinha Green n Gold,MFGG,2,11,0,107.9,,0.9333333333333332,0,0,0,0,Regular,0,0,0,0
38,2018,5,AWAY,http://g.espncdn.com/lm-static/logo-packs/core/StarsAndFlames/stars_flames-2.svg,CDU Steamers,STM,4,9,0,104.0,,0.8,0,0,0,0,http://i64.tinypic.com/2qbgf3t.png,Recife Eulers,JOAO,7,6,0,73.7,,0.1333333333333333,0,0,0,0,Regular,0,0,0,0
39,2018,5,HOME,http://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,9,4,0,65.0,,0.0666666666666666,0,0,0,0,https://uploaddeimagens.com.br/images/001/725/567/full/logo.jpg?1542139515,Team Otavio,OTAV,6,7,0,86.0,,0.5333333333333333,0,0,0,0,Regular,0,0,0,0
40,2018,6,AWAY,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,9,4,0,93.8,,0.6666666666666666,0,0,0,0,https://cdn-std.dprcdn.net/files/acc_464038/pbLQg8,Bonus Team,BT,7,6,0,76.2,,0.3333333333333333,0,0,0,0,Regular,0,0,0,0
41,2018,6,AWAY,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,98.7,,0.7333333333333333,0,0,0,0,http://g.espncdn.com/s/ffllm/logos/BoneHeads-ToddDetwiler/BoneHeads-09.svg,Carpina Carpenters,Carp,5,8,0,80.5,,0.5333333333333333,0,0,0,0,Regular,0,0,0,0
42,2018,6,HOME,http://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,5,8,0,42.8,,0.0,0,0,0,0,https://scontent.frec5-1.fna.fbcdn.net/v/t1.0-9/42647793_1911801742231791_8353841562588807168_n.jpg?_nc_cat=111&oh=3751fb0c891ed5b59aded4c707712f08&oe=5C1DF581,Recife Burilzords,BZDS,9,4,0,106.0,,0.8666666666666667,0,0,0,0,Regular,0,0,0,0
43,2018,6,HOME,http://g.espncdn.com/s/ffllm/logos/MickeyAndDonald-Disney/Disney-08.svg,KAISER TROOPERS,KATO,8,5,0,63.1,,0.1333333333333333,0,0,0,0,http://g.espncdn.com/s/ffllm/logos/StarWarsTheForceAwakens-ToddDetwiler/ESPN_Star_Wars_12a.svg,Team Maia,MAIA,9,4,0,75.8,,0.2666666666666666,0,0,0,0,Regular,0,0,0,0
44,2018,6,HOME,http://imagizer.imageshack.us/a/img921/8576/U6F9Jw.jpg,Rosa Patriota,Rosa,5,8,0,69.4,,0.2,0,0,0,0,http://g.espncdn.com/lm-static/logo-packs/core/StarsAndFlames/stars_flames-2.svg,CDU Steamers,STM,4,9,0,79.6,,0.4,0,0,0,0,Regular,0,0,0,0
45,2018,6,HOME,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,2,11,0,54.9,,0.0666666666666666,0,0,0,0,http://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,9,4,0,99.2,,0.8,0,0,0,0,Regular,0,0,0,0
46,2018,6,AWAY,http://i63.tinypic.com/dpx2ck.jpg,Valter Figueiredu's ,KAIO,9,4,0,148.4,,1.0,0,0,0,0,http://i64.tinypic.com/2qbgf3t.png,Recife Eulers,JOAO,7,6,0,92.4,,0.6,0,0,0,0,Regular,0,0,0,0
47,2018,6,AWAY,https://uploaddeimagens.com.br/images/001/725/567/full/logo.jpg?1542139515,Team Otavio,OTAV,6,7,0,114.9,,0.9333333333333332,0,0,0,0,https://imageshack.com/a/img923/4306/Sll1KD.jpg,Maria Farinha Green n Gold,MFGG,2,11,0,79.8,,0.4666666666666667,0,0,0,0,Regular,0,0,0,0
48,2018,7,HOME,http://g.espncdn.com/lm-static/logo-packs/core/StarsAndFlames/stars_flames-2.svg,CDU Steamers,STM,4,9,0,93.4,,0.6666666666666666,0,0,0,0,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,9,4,0,101.4,,0.8,0,0,0,0,Regular,0,0,0,0
49,2018,7,HOME,http://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,9,4,0,101.3,,0.7333333333333333,0,0,0,0,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,104.3,,0.9333333333333332,0,0,0,0,Regular,0,0,0,0
50,2018,7,AWAY,http://i64.tinypic.com/2qbgf3t.png,Recife Eulers,JOAO,7,6,0,72.9,,0.4,0,0,0,0,http://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,5,8,0,48.1,,0.0666666666666666,0,0,0,0,Regular,0,0,0,0
51,2018,7,HOME,https://uploaddeimagens.com.br/images/001/725/567/full/logo.jpg?1542139515,Team Otavio,OTAV,6,7,0,58.6,,0.2,0,0,0,0,http://g.espncdn.com/s/ffllm/logos/MickeyAndDonald-Disney/Disney-08.svg,KAISER TROOPERS,KATO,8,5,0,69.9,,0.3333333333333333,0,0,0,0,Regular,0,0,0,0
52,2018,7,HOME,https://cdn-std.dprcdn.net/files/acc_464038/pbLQg8,Bonus Team,BT,7,6,0,81.2,,0.5333333333333333,0,0,0,0,http://imagizer.imageshack.us/a/img921/8576/U6F9Jw.jpg,Rosa Patriota,Rosa,5,8,0,90.5,,0.6,0,0,0,0,Regular,0,0,0,0
53,2018,7,AWAY,https://scontent.frec5-1.fna.fbcdn.net/v/t1.0-9/42647793_1911801742231791_8353841562588807168_n.jpg?_nc_cat=111&oh=3751fb0c891ed5b59aded4c707712f08&oe=5C1DF581,Recife Burilzords,BZDS,9,4,0,130.6,,1.0,0,0,0,0,http://i63.tinypic.com/dpx2ck.jpg,Valter Figueiredu's ,KAIO,9,4,0,101.8,,0.8666666666666667,0,0,0,0,Regular,0,0,0,0
54,2018,7,HOME,http://g.espncdn.com/s/ffllm/logos/BoneHeads-ToddDetwiler/BoneHeads-09.svg,Carpina Carpenters,Carp,5,8,0,53.5,,0.1333333333333333,0,0,0,0,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,2,11,0,59.3,,0.2666666666666666,0,0,0,0,Regular,0,0,0,0
55,2018,7,HOME,https://imageshack.com/a/img923/4306/Sll1KD.jpg,Maria Farinha Green n Gold,MFGG,2,11,0,40.2,,0.0,0,0,0,0,http://g.espncdn.com/s/ffllm/logos/StarWarsTheForceAwakens-ToddDetwiler/ESPN_Star_Wars_12a.svg,Team Maia,MAIA,9,4,0,73.6,,0.4666666666666667,0,0,0,0,Regular,0,0,0,0
56,2018,8,AWAY,http://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,5,8,0,114.5,,0.9333333333333332,0,0,0,0,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,9,4,0,94.2,,0.6666666666666666,0,0,0,0,Regular,0,0,0,0
57,2018,8,HOME,http://g.espncdn.com/s/ffllm/logos/MickeyAndDonald-Disney/Disney-08.svg,KAISER TROOPERS,KATO,8,5,0,79.7,,0.3333333333333333,0,0,0,0,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,142.2,,1.0,0,0,0,0,Regular,0,0,0,0
58,2018,8,AWAY,http://i63.tinypic.com/dpx2ck.jpg,Valter Figueiredu's ,KAIO,9,4,0,85.8,,0.4666666666666667,0,0,0,0,http://imagizer.imageshack.us/a/img921/8576/U6F9Jw.jpg,Rosa Patriota,Rosa,5,8,0,78.7,,0.2666666666666666,0,0,0,0,Regular,0,0,0,0
59,2018,8,AWAY,http://g.espncdn.com/s/ffllm/logos/StarWarsTheForceAwakens-ToddDetwiler/ESPN_Star_Wars_12a.svg,Team Maia,MAIA,9,4,0,80.0,,0.4,0,0,0,0,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,2,11,0,53.4,,0.0,0,0,0,0,Regular,0,0,0,0
60,2018,8,HOME,https://scontent.frec5-1.fna.fbcdn.net/v/t1.0-9/42647793_1911801742231791_8353841562588807168_n.jpg?_nc_cat=111&oh=3751fb0c891ed5b59aded4c707712f08&oe=5C1DF581,Recife Burilzords,BZDS,9,4,0,61.6,,0.0666666666666666,0,0,0,0,https://cdn-std.dprcdn.net/files/acc_464038/pbLQg8,Bonus Team,BT,7,6,0,89.8,,0.6,0,0,0,0,Regular,0,0,0,0
61,2018,8,AWAY,http://g.espncdn.com/s/ffllm/logos/BoneHeads-ToddDetwiler/BoneHeads-09.svg,Carpina Carpenters,Carp,5,8,0,101.8,,0.8,0,0,0,0,https://imageshack.com/a/img923/4306/Sll1KD.jpg,Maria Farinha Green n Gold,MFGG,2,11,0,76.7,,0.2,0,0,0,0,Regular,0,0,0,0
62,2018,8,HOME,https://uploaddeimagens.com.br/images/001/725/567/full/logo.jpg?1542139515,Team Otavio,OTAV,6,7,0,73.5,,0.1333333333333333,0,0,0,0,http://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,9,4,0,99.8,,0.7333333333333333,0,0,0,0,Regular,0,0,0,0
63,2018,8,AWAY,http://i64.tinypic.com/2qbgf3t.png,Recife Eulers,JOAO,7,6,0,104.4,,0.8666666666666667,0,0,0,0,http://g.espncdn.com/lm-static/logo-packs/core/StarsAndFlames/stars_flames-2.svg,CDU Steamers,STM,4,9,0,87.6,,0.5333333333333333,0,0,0,0,Regular,0,0,0,0
64,2018,9,HOME,https://imageshack.com/a/img921/8492/jQlkYN.jpg,The Queijo Coalho,QUEI,9,4,0,61.9,,0.1333333333333333,0,0,0,0,http://2.bp.blogspot.com/-zstn9mJPVJE/TymqfH_hN6I/AAAAAAAAAgA/ughMAoBPn4s/s1600/anti+brady.jpg,Anti-Brady Team,ABT,2,11,0,92.8,,0.7333333333333333,0,0,0,0,Regular,0,0,0,0
65,2018,9,HOME,http://i63.tinypic.com/dpx2ck.jpg,Valter Figueiredu's ,KAIO,9,4,0,80.9,,0.6,0,0,0,0,http://imagizer.imageshack.us/a/img922/1025/Qt8enM.jpg,Team Britto,BRIT,8,5,0,85.8,,0.6666666666666666,0,0,0,0,Regular,0,0,0,0
66,2018,9,AWAY,http://g.espncdn.com/s/ffllm/logos/StarWarsTheForceAwakens-ToddDetwiler/ESPN_Star_Wars_12a.svg,Team Maia,MAIA,9,4,0,77.3,,0.4,0,0,0,0,http://g.espncdn.com/s/ffllm/logos/AtTheStadium-RobbHarskamp/At_The_Stadium_01.svg,Hellcife Mottinha,MOTT,5,8,0,58.0,,0.0,0,0,0,0,Regular,0,0,0,0
67,2018,9,HOME,http://imagizer.imageshack.us/a/img921/8576/U6F9Jw.jpg,Rosa Patriota,Rosa,5,8,0,62.9,,0.2,0,0,0,0,http://g.espncdn.com/s/ffllm/logos/MickeyAndDonald-Disney/Disney-08.svg,KAISER TROOPERS,KATO,8,5,0,79.5,,0.4666666666666667,0,0,0,0,Regular,0,0,0,0
68,2018,9,AWAY,http://g.espncdn.com/lm-static/logo-packs/ffl/TeamKinny-MartinLaksman/TeamKinny-27.svg,Curado Sport Saints,CSS,9,4,0,152.7,,1.0,0,0,0,0,https://cdn-std.dprcdn.net/files/acc_464038/pbLQg8,Bonus Team,BT,7,6,0,63.2,,0.2666666666666666,0,0,0,0,Regular,0,0,0,0
69,2018,9,HOME,http://i64.tinypic.com/2qbgf3t.png,Recife Eulers,JOAO,7,6,0,63.9,,0.3333333333333333,0,0,0,0,http://g.espncdn.com/s/ffllm/logos/BoneHeads-ToddDetwiler/BoneHeads-09.svg,Carpina Carpenters,Carp,5,8,0,80.9,,0.6,0,0,0,0,Regular,0,0,0,0
70,2018,9,AWAY,http://g.espncdn.com/lm-static/logo-packs/core/StarsAndFlames/stars_flames-2.svg,CDU Steamers,STM,4,9,0,105.4,,0.8666666666666667,0,0,0,0,https://imageshack.com/a/img923/4306/Sll1KD.jpg,Maria Farinha Green n Gold,MFGG,2,11,0,95.2,,0.8,0,0,0,0,Regular,0,0,0,0
