,profile_pic,team,position,first_name,last_name,rookie,bye
0,https://a.espncdn.com/i/headshots/nfl/players/full/14880.png,atlanta_falcons,QB,Kirk,Cousins,False,1
1,https://a.espncdn.com/i/headshots/nfl/players/full/2565969.png,atlanta_falcons,QB,Taylor,Heinicke,False,1
2,https://a.espncdn.com/i/headshots/college-football/players/full/4361636.png,atlanta_falcons,QB,John,Paddock,False,1
3,https://a.espncdn.com/i/headshots/college-football/players/full/4360423.png,atlanta_falcons,QB,Michael,Penix Jr.,False,1
4,https://a.espncdn.com/i/headshots/nfl/players/full/4373626.png,atlanta_falcons,RB,Tyler,Allgeier,False,1
5,https://a.espncdn.com/i/headshots/nfl/players/full/4240636.png,atlanta_falcons,RB,Robert,Burns,False,1
6,https://a.espncdn.com/i/headshots/college-football/players/full/4429001.png,atlanta_falcons,RB,Jase,McClellan,False,1
7,https://a.espncdn.com/i/headshots/nfl/players/full/4430807.png,atlanta_falcons,RB,Bijan,Robinson,False,1
8,https://a.espncdn.com/i/headshots/nfl/players/full/4248425.png,atlanta_falcons,RB,Carlos,Washington Jr.,False,1
9,https://a.espncdn.com/i/headshots/nfl/players/full/4259976.png,atlanta_falcons,WR,Josh,Ali,False,1
10,https://a.espncdn.com/i/headshots/nfl/players/full/4262900.png,atlanta_falcons,WR,Daylen,Baldwin,False,1
11,https://a.espncdn.com/i/headshots/nfl/players/full/4369886.png,atlanta_falcons,WR,Chris,Blair,False,1
12,https://a.espncdn.com/i/headshots/nfl/players/full/4363551.png,atlanta_falcons,WR,Dylan,Drummond,False,1
13,https://a.espncdn.com/i/headshots/college-football/players/full/4578462.png,atlanta_falcons,WR,OJ,Hiliare,False,1
14,https://a.espncdn.com/i/headshots/nfl/players/full/3047876.png,atlanta_falcons,WR,KhaDarel,Hodge,False,1
15,https://a.espncdn.com/i/headshots/nfl/players/full/4426502.png,atlanta_falcons,WR,Drake,London,False,1
16,https://a.espncdn.com/i/headshots/nfl/players/full/4040623.png,atlanta_falcons,WR,Austin,Mack,False,1
17,https://a.espncdn.com/i/headshots/nfl/players/full/3728262.png,atlanta_falcons,WR,Ray-Ray,McCloud III,False,1
18,https://a.espncdn.com/i/headshots/nfl/players/full/4040655.png,atlanta_falcons,WR,Darnell,Mooney,False,1
19,https://a.espncdn.com/i/headshots/nfl/players/full/4372485.png,atlanta_falcons,WR,Rondale,Moore,False,1
20,https://a.espncdn.com/i/headshots/college-football/players/full/4428796.png,atlanta_falcons,WR,Casey,Washington,False,1
21,https://a.espncdn.com/i/headshots/college-football/players/full/4576845.png,atlanta_falcons,WR,Isaiah,Wooden,False,1
22,https://a.espncdn.com/i/headshots/nfl/players/full/3120303.png,atlanta_falcons,TE,Ross,Dwelley,False,1
23,https://a.espncdn.com/i/headshots/nfl/players/full/4379401.png,atlanta_falcons,TE,John,FitzPatrick,False,1
24,https://a.espncdn.com/i/headshots/nfl/players/full/4360248.png,atlanta_falcons,TE,Kyle,Pitts,False,1
25,https://a.espncdn.com/i/headshots/college-football/players/full/4426367.png,atlanta_falcons,TE,Austin,Stogner,False,1
26,https://a.espncdn.com/i/headshots/nfl/players/full/4035020.png,atlanta_falcons,TE,Charlie,Woerner,False,1
27,https://a.espncdn.com/i/headshots/nfl/players/full/3917315.png,arizona_cardinals,QB,Kyler,Murray,False,1
28,https://a.espncdn.com/i/headshots/nfl/players/full/4239086.png,arizona_cardinals,QB,Desmond,Ridder,False,1
29,https://a.espncdn.com/i/headshots/nfl/players/full/4360175.png,arizona_cardinals,QB,Clayton,Tune,False,1
30,https://a.espncdn.com/i/headshots/college-football/players/full/4429275.png,arizona_cardinals,RB,Trey,Benson,False,1
31,https://a.espncdn.com/i/headshots/nfl/players/full/4240657.png,arizona_cardinals,RB,Michael,Carter,False,1
32,https://a.espncdn.com/i/headshots/nfl/players/full/3045147.png,arizona_cardinals,RB,James,Conner,False,1
33,https://a.espncdn.com/i/headshots/nfl/players/full/4240631.png,arizona_cardinals,RB,DeeJay,Dallas,False,1
34,https://a.espncdn.com/i/headshots/nfl/players/full/4362478.png,arizona_cardinals,RB,Emari,Demercado,False,1
35,https://a.espncdn.com/i/headshots/nfl/players/full/4046676.png,arizona_cardinals,RB,Tony,Jones Jr.,False,1
36,https://a.espncdn.com/i/headshots/nfl/players/full/4360644.png,arizona_cardinals,WR,Daniel,Arias,False,1
37,https://a.espncdn.com/i/headshots/nfl/players/full/3886809.png,arizona_cardinals,WR,Andre,Baccellia,False,1
38,https://a.espncdn.com/i/headshots/nfl/players/full/3929637.png,arizona_cardinals,WR,Dan,Chisena,False,1
39,https://a.espncdn.com/i/headshots/nfl/players/full/4037235.png,arizona_cardinals,WR,Greg,Dortch,False,1
40,https://a.espncdn.com/i/headshots/college-football/players/full/4432708.png,arizona_cardinals,WR,Marvin,Harrison Jr.,False,1
41,https://a.espncdn.com/i/headshots/nfl/players/full/3059722.png,arizona_cardinals,WR,Zay,Jones,False,1
42,https://a.espncdn.com/i/headshots/nfl/players/full/2576581.png,arizona_cardinals,WR,Chris,Moore,False,1
43,https://a.espncdn.com/i/headshots/college-football/players/full/4875912.png,arizona_cardinals,WR,Tejhaun,Palmer,False,1
44,https://a.espncdn.com/i/headshots/nfl/players/full/2978109.png,arizona_cardinals,WR,Zach,Pascal,False,1
45,https://a.espncdn.com/i/headshots/nfl/players/full/3929118.png,arizona_cardinals,WR,Jeff,Smith,False,1
46,https://a.espncdn.com/i/headshots/college-football/players/full/4428811.png,arizona_cardinals,WR,Xavier,Weaver,False,1
47,https://a.espncdn.com/i/headshots/nfl/players/full/4360761.png,arizona_cardinals,WR,Michael,Wilson,False,1
48,https://a.espncdn.com/i/headshots/nfl/players/full/4426844.png,arizona_cardinals,TE,Elijah,Higgins,False,1
49,https://a.espncdn.com/i/headshots/nfl/players/full/4361307.png,arizona_cardinals,TE,Trey,McBride,False,1
50,https://a.espncdn.com/i/headshots/college-football/players/full/4696700.png,arizona_cardinals,TE,Tip,Reiman,False,1
51,https://a.espncdn.com/i/headshots/nfl/players/full/4832523.png,arizona_cardinals,TE,Bernhard,Seikovits,False,1
52,https://a.espncdn.com/i/headshots/nfl/players/full/4259324.png,arizona_cardinals,TE,Travis,Vokolek,False,1
53,https://a.espncdn.com/i/headshots/nfl/players/full/4362018.png,arizona_cardinals,TE,Blake,Whiteheart,False,1
54,https://a.espncdn.com/i/headshots/nfl/players/full/3916387.png,baltimore_ravens,QB,Lamar,Jackson,False,1
55,https://a.espncdn.com/i/headshots/nfl/players/full/11394.png,baltimore_ravens,QB,Josh,Johnson,False,1
56,https://a.espncdn.com/i/headshots/college-football/players/full/4360230.png,baltimore_ravens,QB,Emory,Jones,False,1
57,https://a.espncdn.com/i/headshots/college-football/players/full/4361653.png,baltimore_ravens,QB,Devin,Leary,False,1
58,https://a.espncdn.com/i/headshots/nfl/players/full/2975417.png,baltimore_ravens,RB,Patrick,Ricard,False,1
59,https://a.espncdn.com/i/headshots/college-football/players/full/4690013.png,baltimore_ravens,RB,Rasheen,Ali,False,1
60,https://a.espncdn.com/i/headshots/college-football/players/full/4698191.png,baltimore_ravens,RB,Chris,Collier,False,1
61,https://a.espncdn.com/i/headshots/nfl/players/full/3043078.png,baltimore_ravens,RB,Derrick,Henry,False,1
62,https://a.espncdn.com/i/headshots/nfl/players/full/4038441.png,baltimore_ravens,RB,Justice,Hill,False,1
63,https://a.espncdn.com/i/headshots/nfl/players/full/4596334.png,baltimore_ravens,RB,Keaton,Mitchell,False,1
64,https://a.espncdn.com/i/headshots/nfl/players/full/4249616.png,baltimore_ravens,RB,Owen,Wright,False,1
65,https://a.espncdn.com/i/headshots/nfl/players/full/2971618.png,baltimore_ravens,WR,Nelson,Agholor,False,1
66,https://a.espncdn.com/i/headshots/nfl/players/full/4360939.png,baltimore_ravens,WR,Rashod,Bateman,False,1
67,https://a.espncdn.com/i/headshots/nfl/players/full/4240069.png,baltimore_ravens,WR,Malik,Cunningham,False,1
68,https://a.espncdn.com/i/headshots/nfl/players/full/4429615.png,baltimore_ravens,WR,Zay,Flowers,False,1
69,https://a.espncdn.com/i/headshots/nfl/players/full/4411193.png,baltimore_ravens,WR,Deonte,Harty,False,1
70,https://a.espncdn.com/i/headshots/college-football/players/full/4379769.png,baltimore_ravens,WR,Qadir,Ismail,False,1
71,https://a.espncdn.com/i/headshots/nfl/players/full/3046401.png,baltimore_ravens,WR,Keith,Kirkwood,False,1
72,https://a.espncdn.com/i/headshots/nfl/players/full/4360972.png,baltimore_ravens,WR,Sean,Ryan,False,1
73,https://a.espncdn.com/i/headshots/college-football/players/full/4428763.png,baltimore_ravens,WR,Dayton,Wade,False,1
74,https://a.espncdn.com/i/headshots/college-football/players/full/4696882.png,baltimore_ravens,WR,Devontez,Walker,False,1
75,https://a.espncdn.com/i/headshots/nfl/players/full/4241424.png,baltimore_ravens,WR,Tylan,Wallace,False,1
76,https://a.espncdn.com/i/headshots/college-football/players/full/4574730.png,baltimore_ravens,WR,Isaiah,Washington,False,1
77,https://a.espncdn.com/i/headshots/nfl/players/full/3116365.png,baltimore_ravens,TE,Mark,Andrews,False,1
78,https://a.espncdn.com/i/headshots/nfl/players/full/4241263.png,baltimore_ravens,TE,Charlie,Kolar,False,1
79,https://a.espncdn.com/i/headshots/nfl/players/full/4361050.png,baltimore_ravens,TE,Isaiah,Likely,False,1
80,https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png&w=200&h=146,baltimore_ravens,TE,Mike,Rigerman,False,1
81,https://a.espncdn.com/i/headshots/college-football/players/full/4402090.png,baltimore_ravens,TE,Riley,Sharp,False,1
82,https://a.espncdn.com/i/headshots/nfl/players/full/3919557.png,baltimore_ravens,TE,Scotty,Washington,False,1
83,https://a.espncdn.com/i/headshots/nfl/players/full/3918298.png,buffalo_bills,QB,Josh,Allen,False,1
84,https://a.espncdn.com/i/headshots/nfl/players/full/4039034.png,buffalo_bills,QB,Shane,Buechele,False,1
85,https://a.espncdn.com/i/headshots/nfl/players/full/3039707.png,buffalo_bills,QB,Mitchell,Trubisky,False,1
86,https://a.espncdn.com/i/headshots/nfl/players/full/4039505.png,buffalo_bills,RB,Reggie,Gilliam,False,1
87,https://a.espncdn.com/i/headshots/nfl/players/full/4379399.png,buffalo_bills,RB,James,Cook,False,1
88,https://a.espncdn.com/i/headshots/college-football/players/full/4429501.png,buffalo_bills,RB,Ray,Davis,False,1
89,https://a.espncdn.com/i/headshots/nfl/players/full/4036431.png,buffalo_bills,RB,Darrynton,Evans,False,1
